id,tenure,monthlycharges,totalcharges,churn,internetservice,contract,paymentmethod,tenure_group,monthly_charge_segment,has_internet_service,is_multi_line_user,contract_type_code
608,51,47.85,2356.75,No,DSL,One year,Credit card (automatic),Loyal,Medium,1,0,1
609,72,114.55,8306.05,No,Fiber optic,Two year,Bank transfer (automatic),Champion,High,1,1,2
610,65,105.25,6786.4,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),Champion,High,1,1,0
611,9,29.95,248.95,Yes,DSL,Month-to-month,Electronic check,New,Low,1,0,0
612,9,65.0,663.05,Yes,DSL,Month-to-month,Mailed check,New,Medium,1,0,0
613,66,20.55,1357.1,No,No,Two year,Mailed check,Champion,Low,0,0,2
614,44,109.8,4860.35,No,Fiber optic,One year,Credit card (automatic),Loyal,High,1,1,1
615,50,69.5,3418.2,No,DSL,Two year,Bank transfer (automatic),Loyal,Medium,1,1,2
616,15,48.85,631.4,No,DSL,Month-to-month,Mailed check,Regular,Medium,1,1,0
617,8,25.25,186.3,No,DSL,Month-to-month,Credit card (automatic),New,Low,1,0,0
618,66,102.85,6976.75,No,Fiber optic,One year,Credit card (automatic),Champion,High,1,1,1
619,57,87.55,4884.85,No,Fiber optic,Month-to-month,Bank transfer (automatic),Loyal,High,1,1,0
620,7,78.55,522.95,No,Fiber optic,Month-to-month,Bank transfer (automatic),New,High,1,1,0
621,10,34.55,362.6,No,DSL,Month-to-month,Bank transfer (automatic),New,Medium,1,0,0
622,62,92.05,5755.8,No,Fiber optic,One year,Electronic check,Champion,High,1,1,1
623,40,85.05,3355.65,No,Fiber optic,One year,Electronic check,Loyal,High,1,0,1
624,20,19.7,406.95,No,No,Two year,Mailed check,Regular,Low,0,0,2
625,7,20.0,137.6,Yes,No,Month-to-month,Bank transfer (automatic),New,Low,0,0,0
626,25,95.15,2395.7,No,Fiber optic,Month-to-month,Electronic check,Regular,High,1,0,0
627,23,84.25,1968.1,No,Fiber optic,Month-to-month,Electronic check,Regular,High,1,1,0
628,66,104.6,6819.45,No,Fiber optic,One year,Credit card (automatic),Champion,High,1,1,1
629,72,111.65,7943.45,No,Fiber optic,Two year,Electronic check,Champion,High,1,1,2
630,49,90.05,4547.25,Yes,Fiber optic,Month-to-month,Credit card (automatic),Loyal,High,1,1,0
631,43,110.75,4687.9,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),Loyal,High,1,1,0
632,46,55.0,2473.95,No,DSL,Month-to-month,Bank transfer (automatic),Loyal,Medium,1,1,0
633,72,89.85,6562.9,No,DSL,Two year,Credit card (automatic),Champion,High,1,1,2
634,10,20.35,176.3,No,No,One year,Mailed check,New,Low,0,0,1
635,40,54.55,2236.2,No,DSL,One year,Bank transfer (automatic),Loyal,Medium,1,0,1
636,65,105.5,6985.65,Yes,Fiber optic,Month-to-month,Electronic check,Champion,High,1,1,0
637,31,99.45,3109.9,No,Fiber optic,Two year,Bank transfer (automatic),Regular,High,1,0,2
638,68,70.9,4911.35,No,DSL,Two year,Credit card (automatic),Champion,High,1,1,2
639,56,104.55,5794.65,Yes,Fiber optic,One year,Bank transfer (automatic),Loyal,High,1,1,1
640,10,85.25,855.3,Yes,Fiber optic,Month-to-month,Electronic check,New,High,1,1,0
641,68,25.4,1620.2,No,No,Two year,Bank transfer (automatic),Champion,Low,0,1,2
642,43,56.15,2499.3,Yes,DSL,Month-to-month,Electronic check,Loyal,Medium,1,0,0
643,1,89.55,89.55,Yes,Fiber optic,Month-to-month,Electronic check,New,High,1,0,0
644,49,89.85,4287.2,No,Fiber optic,One year,Bank transfer (automatic),Loyal,High,1,0,1
645,15,25.25,394.85,No,No,Month-to-month,Electronic check,Regular,Low,0,1,0
646,20,94.55,1899.65,Yes,Fiber optic,Month-to-month,Electronic check,Regular,High,1,1,0
647,1,45.7,45.7,Yes,DSL,Month-to-month,Mailed check,New,Medium,1,0,0
648,50,69.65,3442.15,No,DSL,One year,Electronic check,Loyal,Medium,1,1,1
649,2,89.5,161.5,Yes,Fiber optic,Month-to-month,Electronic check,New,High,1,1,0
650,24,70.0,1732.6,No,Fiber optic,Month-to-month,Credit card (automatic),Regular,Medium,1,0,0
651,3,69.55,222.3,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),New,Medium,1,0,0
652,1,74.6,74.6,Yes,Fiber optic,Month-to-month,Mailed check,New,High,1,0,0
653,35,20.1,655.3,No,No,Two year,Mailed check,Regular,Low,0,0,2
654,17,24.8,475.25,No,No,Month-to-month,Mailed check,Regular,Low,0,1,0
655,8,19.65,164.3,Yes,No,Month-to-month,Electronic check,New,Low,0,0,0
656,10,95.1,865.1,No,Fiber optic,Month-to-month,Credit card (automatic),New,High,1,0,0
657,68,88.85,6132.7,No,DSL,Two year,Credit card (automatic),Champion,High,1,1,2
658,45,78.8,3597.5,No,DSL,One year,Bank transfer (automatic),Loyal,High,1,0,1
659,2,19.85,35.9,Yes,No,One year,Mailed check,New,Low,0,0,1
660,37,20.35,697.65,No,No,Month-to-month,Bank transfer (automatic),Loyal,Low,0,0,0
661,4,24.25,96.05,Yes,DSL,Month-to-month,Mailed check,New,Low,1,0,0
662,10,45.25,428.7,No,DSL,Month-to-month,Mailed check,New,Medium,1,0,0
663,1,20.05,20.05,No,No,Month-to-month,Mailed check,New,Low,0,0,0
664,65,69.55,4459.15,No,DSL,Two year,Mailed check,Champion,Medium,1,1,2
665,57,19.5,1167.6,No,No,Two year,Bank transfer (automatic),Loyal,Low,0,0,2
666,3,74.75,238.1,No,Fiber optic,Month-to-month,Mailed check,New,High,1,0,0
667,2,69.65,145.15,Yes,Fiber optic,Month-to-month,Electronic check,New,Medium,1,0,0
668,49,30.2,1453.1,No,DSL,Month-to-month,Bank transfer (automatic),Loyal,Medium,1,0,0
669,4,45.65,191.05,Yes,DSL,Month-to-month,Mailed check,New,Medium,1,0,0
670,70,57.8,4039.3,No,DSL,Two year,Bank transfer (automatic),Champion,Medium,1,0,2
671,53,19.85,1039.45,No,No,One year,Bank transfer (automatic),Loyal,Low,0,0,1
672,53,25.55,1336.1,No,No,Two year,Credit card (automatic),Loyal,Low,0,1,2
673,1,75.05,75.05,Yes,Fiber optic,Month-to-month,Mailed check,New,High,1,1,0
674,22,24.85,493.4,No,No,Month-to-month,Credit card (automatic),Regular,Low,0,1,0
675,52,49.15,2550.9,Yes,DSL,Month-to-month,Electronic check,Loyal,Medium,1,0,0
676,65,110.35,7246.15,No,Fiber optic,Two year,Electronic check,Champion,High,1,1,2
677,48,24.55,1203.95,No,No,One year,Bank transfer (automatic),Loyal,Low,0,1,1
678,2,34.7,62.25,Yes,DSL,Month-to-month,Electronic check,New,Medium,1,0,0
679,3,107.95,313.6,No,Fiber optic,Month-to-month,Mailed check,New,High,1,1,0
680,45,81.4,3775.85,No,Fiber optic,Month-to-month,Bank transfer (automatic),Loyal,High,1,1,0
681,1,80.0,80.0,Yes,Fiber optic,Month-to-month,Electronic check,New,High,1,0,0
682,61,73.8,4616.05,No,DSL,Two year,Bank transfer (automatic),Champion,High,1,0,2
683,3,64.4,195.65,No,DSL,Month-to-month,Credit card (automatic),New,Medium,1,0,0
684,40,103.75,4188.4,No,Fiber optic,One year,Credit card (automatic),Loyal,High,1,1,1
685,1,71.1,71.1,No,Fiber optic,Month-to-month,Mailed check,New,High,1,0,0
686,1,49.9,49.9,No,DSL,Month-to-month,Electronic check,New,Medium,1,0,0
687,51,24.6,1266.4,No,No,One year,Bank transfer (automatic),Loyal,Low,0,1,1
688,2,49.25,91.1,Yes,DSL,Month-to-month,Electronic check,New,Medium,1,0,0
689,52,30.1,1623.4,No,DSL,One year,Mailed check,Loyal,Medium,1,0,1
690,51,83.4,4149.45,No,Fiber optic,Month-to-month,Bank transfer (automatic),Loyal,High,1,1,0
691,1,20.45,20.45,No,No,Month-to-month,Mailed check,New,Low,0,0,0
692,31,75.25,2344.5,No,DSL,One year,Bank transfer (automatic),Regular,High,1,1,1
693,47,20.55,1013.05,No,No,One year,Credit card (automatic),Loyal,Low,0,0,1
694,3,75.1,270.7,Yes,Fiber optic,Month-to-month,Credit card (automatic),New,High,1,1,0
695,22,20.05,417.0,No,No,One year,Mailed check,Regular,Low,0,0,1
696,1,20.65,20.65,No,No,Month-to-month,Mailed check,New,Low,0,0,0
697,72,85.15,6316.2,No,DSL,Two year,Bank transfer (automatic),Champion,High,1,1,2
698,3,50.15,168.15,Yes,DSL,Month-to-month,Electronic check,New,Medium,1,0,0
699,47,84.95,4018.05,No,Fiber optic,One year,Bank transfer (automatic),Loyal,High,1,0,1
700,72,66.5,4811.6,No,DSL,Two year,Credit card (automatic),Champion,Medium,1,1,2
701,66,63.3,4189.7,No,DSL,Two year,Bank transfer (automatic),Champion,Medium,1,1,2
702,35,83.15,2848.45,No,Fiber optic,Month-to-month,Electronic check,Regular,High,1,1,0
703,29,84.9,2516.2,No,Fiber optic,Month-to-month,Electronic check,Regular,High,1,1,0
704,2,20.55,33.6,No,No,Month-to-month,Mailed check,New,Low,0,0,0
705,4,49.25,208.45,No,DSL,Month-to-month,Mailed check,New,Medium,1,0,0
706,25,79.85,2015.35,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),Regular,High,1,0,0
707,65,59.6,3739.8,No,DSL,Two year,Mailed check,Champion,Medium,1,0,2
708,27,104.65,2964.0,No,Fiber optic,One year,Bank transfer (automatic),Regular,High,1,1,1
709,29,75.3,2263.4,No,Fiber optic,Month-to-month,Credit card (automatic),Regular,High,1,0,0
710,29,80.1,2211.8,No,DSL,Month-to-month,Credit card (automatic),Regular,High,1,1,0
711,1,19.55,19.55,Yes,No,Month-to-month,Mailed check,New,Low,0,0,0
712,20,81.0,1683.7,No,Fiber optic,Month-to-month,Mailed check,Regular,High,1,0,0
713,58,24.7,1519.0,No,No,Two year,Credit card (automatic),Loyal,Low,0,1,2
714,14,86.0,1164.05,No,Fiber optic,Month-to-month,Mailed check,Regular,High,1,1,0
715,72,25.4,1710.9,No,No,Two year,Mailed check,Champion,Low,0,1,2
716,46,89.15,4245.55,No,Fiber optic,Month-to-month,Credit card (automatic),Loyal,High,1,1,0
717,71,58.25,4145.9,No,DSL,Two year,Bank transfer (automatic),Champion,Medium,1,0,2
718,32,85.65,2664.3,No,Fiber optic,Month-to-month,Bank transfer (automatic),Regular,High,1,1,0
719,26,50.35,1277.5,No,DSL,Month-to-month,Credit card (automatic),Regular,Medium,1,0,0
720,68,80.35,5589.3,No,Fiber optic,Month-to-month,Credit card (automatic),Champion,High,1,1,0
721,2,20.2,34.75,No,No,One year,Mailed check,New,Low,0,0,1
722,61,20.55,1305.95,No,No,Two year,Credit card (automatic),Champion,Low,0,0,2
723,4,85.95,381.3,Yes,Fiber optic,Month-to-month,Electronic check,New,High,1,1,0
724,3,45.35,141.5,Yes,DSL,Month-to-month,Electronic check,New,Medium,1,0,0
725,33,94.5,3105.55,Yes,Fiber optic,Month-to-month,Electronic check,Regular,High,1,1,0
726,9,21.25,204.55,No,No,Month-to-month,Mailed check,New,Low,0,0,0
727,22,26.25,605.9,No,No,Two year,Mailed check,Regular,Low,0,1,2
728,5,80.85,356.1,No,Fiber optic,Month-to-month,Electronic check,New,High,1,0,0
729,30,91.7,2758.15,Yes,Fiber optic,Month-to-month,Credit card (automatic),Regular,High,1,1,0
730,65,74.2,4805.65,No,DSL,Two year,Credit card (automatic),Champion,High,1,1,2
731,45,87.25,3941.7,Yes,Fiber optic,Month-to-month,Electronic check,Loyal,High,1,1,0
732,5,20.35,92.75,No,No,Month-to-month,Mailed check,New,Low,0,0,0
733,25,75.5,1901.05,No,Fiber optic,Month-to-month,Electronic check,Regular,High,1,0,0
734,72,79.05,5730.7,No,Fiber optic,Two year,Bank transfer (automatic),Champion,High,1,1,2
735,27,90.15,2423.4,No,Fiber optic,Month-to-month,Bank transfer (automatic),Regular,High,1,1,0
736,32,50.6,1653.45,No,DSL,Month-to-month,Credit card (automatic),Regular,Medium,1,0,0
737,30,110.45,3327.05,No,Fiber optic,One year,Credit card (automatic),Regular,High,1,1,1
738,70,101.0,7085.5,No,Fiber optic,Two year,Credit card (automatic),Champion,High,1,0,2
739,42,79.35,3344.1,No,Fiber optic,Month-to-month,Bank transfer (automatic),Loyal,High,1,1,0
740,72,89.85,6697.35,No,DSL,Two year,Bank transfer (automatic),Champion,High,1,1,2
741,47,65.0,2879.9,No,DSL,Two year,Mailed check,Loyal,Medium,1,1,2
742,2,80.45,137.1,No,Fiber optic,Month-to-month,Electronic check,New,High,1,0,0
743,10,98.55,1008.55,Yes,Fiber optic,Month-to-month,Electronic check,New,High,1,1,0
744,61,24.1,1551.6,No,No,Two year,Mailed check,Champion,Low,0,1,2
745,5,44.05,202.15,No,DSL,Month-to-month,Credit card (automatic),New,Medium,1,0,0
746,72,110.8,7882.25,No,Fiber optic,Two year,Credit card (automatic),Champion,High,1,1,2
747,72,114.95,8196.4,No,Fiber optic,Two year,Bank transfer (automatic),Champion,High,1,1,2
748,3,75.05,202.9,No,Fiber optic,Month-to-month,Mailed check,New,High,1,0,0
749,48,19.25,855.1,No,No,Two year,Mailed check,Loyal,Low,0,0,2
750,63,90.05,5817.0,No,Fiber optic,One year,Credit card (automatic),Champion,High,1,0,1
751,27,56.7,1652.95,No,DSL,Month-to-month,Mailed check,Regular,Medium,1,0,0
752,70,80.15,5600.15,No,DSL,Two year,Credit card (automatic),Champion,High,1,0,2
753,7,71.35,515.75,No,DSL,Month-to-month,Credit card (automatic),New,High,1,0,0
754,0,20.25,1397.475,No,No,Two year,Mailed check,New,Low,0,0,2
755,2,90.35,190.5,No,Fiber optic,Month-to-month,Electronic check,New,High,1,0,0
756,20,98.55,1842.8,Yes,Fiber optic,Month-to-month,Electronic check,Regular,High,1,1,0
757,66,19.7,1253.8,No,No,Two year,Bank transfer (automatic),Champion,Low,0,0,2
758,3,19.85,57.2,No,No,Month-to-month,Mailed check,New,Low,0,0,0
759,15,85.9,1269.55,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),Regular,High,1,0,0
760,72,90.35,6563.4,No,Fiber optic,Two year,Bank transfer (automatic),Champion,High,1,1,2
761,1,20.8,20.8,No,No,Month-to-month,Mailed check,New,Low,0,0,0
762,22,89.25,1907.85,Yes,Fiber optic,Month-to-month,Electronic check,Regular,High,1,0,0
763,3,70.3,208.85,Yes,Fiber optic,Month-to-month,Electronic check,New,High,1,0,0
764,72,66.85,4758.8,No,DSL,Two year,Bank transfer (automatic),Champion,Medium,1,1,2
765,65,19.9,1292.6,No,No,Two year,Mailed check,Champion,Low,0,0,2
766,11,35.8,363.15,No,DSL,Month-to-month,Mailed check,New,Medium,1,0,0
767,22,78.85,1600.25,No,Fiber optic,Month-to-month,Mailed check,Regular,High,1,1,0
768,14,20.4,275.7,No,No,One year,Bank transfer (automatic),Regular,Low,0,0,1
769,41,74.25,3089.1,No,Fiber optic,Month-to-month,Electronic check,Loyal,High,1,0,0
770,17,64.8,1175.6,No,DSL,One year,Mailed check,Regular,Medium,1,0,1
771,11,20.45,237.3,No,No,Month-to-month,Credit card (automatic),New,Low,0,0,0
772,15,93.35,1444.65,Yes,Fiber optic,Month-to-month,Electronic check,Regular,High,1,1,0
773,1,19.9,19.9,Yes,No,Month-to-month,Mailed check,New,Low,0,0,0
774,5,88.9,454.15,Yes,Fiber optic,Month-to-month,Mailed check,New,High,1,0,0
775,33,95.8,3036.75,Yes,Fiber optic,One year,Electronic check,Regular,High,1,0,1
776,72,110.65,8065.65,No,Fiber optic,Two year,Credit card (automatic),Champion,High,1,1,2
777,3,40.3,92.5,No,DSL,Month-to-month,Mailed check,New,Medium,1,0,0
778,2,82.0,184.65,Yes,Fiber optic,Month-to-month,Electronic check,New,High,1,1,0
779,59,107.0,6152.3,No,Fiber optic,One year,Credit card (automatic),Loyal,High,1,1,1
780,2,45.35,89.5,Yes,DSL,Month-to-month,Electronic check,New,Medium,1,0,0
781,71,73.35,5154.5,No,DSL,Two year,Credit card (automatic),Champion,High,1,0,2
782,5,44.8,220.45,No,DSL,Month-to-month,Mailed check,New,Medium,1,0,0
783,27,54.75,1510.3,No,DSL,Month-to-month,Credit card (automatic),Regular,Medium,1,0,0
784,1,52.2,52.2,Yes,DSL,Month-to-month,Electronic check,New,Medium,1,0,0
785,63,40.6,2588.95,No,DSL,One year,Bank transfer (automatic),Champion,Medium,1,0,1
786,46,110.0,4874.8,Yes,Fiber optic,One year,Electronic check,Loyal,High,1,1,1
787,72,55.3,3983.6,No,DSL,Two year,Bank transfer (automatic),Champion,Medium,1,1,2
788,34,60.85,2003.6,No,DSL,Month-to-month,Bank transfer (automatic),Regular,Medium,1,1,0
789,24,78.4,1832.4,No,DSL,One year,Electronic check,Regular,High,1,1,1
790,72,69.65,4908.25,No,DSL,Two year,Bank transfer (automatic),Champion,Medium,1,1,2
791,60,59.85,3590.2,No,DSL,Two year,Credit card (automatic),Loyal,Medium,1,0,2
792,68,76.9,5023.0,No,DSL,One year,Credit card (automatic),Champion,High,1,1,1
793,8,19.85,146.6,No,No,Two year,Mailed check,New,Low,0,0,2
794,34,67.65,2339.3,No,DSL,Two year,Credit card (automatic),Regular,Medium,1,0,2
795,6,45.0,298.7,No,DSL,Month-to-month,Credit card (automatic),New,Medium,1,0,0
796,2,64.2,143.65,No,DSL,Month-to-month,Mailed check,New,Medium,1,0,0
797,31,81.7,2548.65,No,Fiber optic,One year,Credit card (automatic),Regular,High,1,1,1
798,20,25.55,507.4,No,No,Month-to-month,Bank transfer (automatic),Regular,Low,0,1,0
799,1,20.0,20.0,No,No,Month-to-month,Electronic check,New,Low,0,0,0
800,62,96.75,6125.4,Yes,Fiber optic,One year,Electronic check,Champion,High,1,1,1
801,70,75.65,5411.4,No,Fiber optic,Two year,Credit card (automatic),Champion,High,1,1,2
802,10,98.5,1058.25,Yes,Fiber optic,Month-to-month,Electronic check,New,High,1,1,0
803,39,23.8,903.8,No,No,Two year,Mailed check,Loyal,Low,0,1,2
804,46,64.2,3009.5,No,DSL,Two year,Credit card (automatic),Loyal,Medium,1,0,2
805,6,85.35,489.45,Yes,Fiber optic,Month-to-month,Electronic check,New,High,1,0,0
806,72,76.8,5468.45,No,DSL,Two year,Bank transfer (automatic),Champion,High,1,1,2
807,18,55.2,1058.1,No,DSL,Month-to-month,Credit card (automatic),Regular,Medium,1,0,0
808,71,108.55,7616.0,No,Fiber optic,Two year,Credit card (automatic),Champion,High,1,1,2
809,40,101.3,4113.1,Yes,Fiber optic,Month-to-month,Electronic check,Loyal,High,1,1,0
810,1,69.55,69.55,Yes,Fiber optic,Month-to-month,Electronic check,New,Medium,1,0,0
811,58,103.25,6017.65,Yes,Fiber optic,One year,Bank transfer (automatic),Loyal,High,1,1,1
812,70,104.0,7250.15,Yes,Fiber optic,Two year,Credit card (automatic),Champion,High,1,1,2
813,42,25.25,1108.2,No,No,Two year,Electronic check,Loyal,Low,0,1,2
814,34,30.4,938.65,No,DSL,One year,Bank transfer (automatic),Regular,Medium,1,0,1
815,5,20.05,94.15,No,No,Month-to-month,Bank transfer (automatic),New,Low,0,0,0
816,25,84.6,2088.05,No,Fiber optic,Month-to-month,Mailed check,Regular,High,1,1,0
817,2,86.2,178.7,Yes,Fiber optic,Month-to-month,Mailed check,New,High,1,0,0
818,55,103.7,5656.75,No,Fiber optic,One year,Bank transfer (automatic),Loyal,High,1,0,1
819,21,111.2,2317.1,Yes,Fiber optic,Month-to-month,Electronic check,Regular,High,1,1,0
820,70,88.0,5986.45,No,Fiber optic,Two year,Credit card (automatic),Champion,High,1,1,2
821,61,106.35,6751.35,No,Fiber optic,Month-to-month,Electronic check,Champion,High,1,1,0
822,43,79.15,3566.6,No,DSL,Two year,Credit card (automatic),Loyal,High,1,0,2
823,47,103.1,4889.3,No,Fiber optic,One year,Electronic check,Loyal,High,1,1,1
824,5,63.95,318.1,No,DSL,Month-to-month,Credit card (automatic),New,Medium,1,0,0
825,62,25.8,1563.95,No,No,Two year,Credit card (automatic),Champion,Low,0,1,2
826,16,89.45,1430.25,Yes,Fiber optic,Month-to-month,Credit card (automatic),Regular,High,1,0,0
827,7,95.6,644.35,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),New,High,1,1,0
828,14,25.55,372.45,No,No,Month-to-month,Mailed check,Regular,Low,0,1,0
829,60,90.95,5453.4,Yes,Fiber optic,One year,Electronic check,Loyal,High,1,0,1
830,34,44.85,1442.6,No,DSL,Month-to-month,Electronic check,Regular,Medium,1,0,0
831,50,108.55,5610.7,Yes,Fiber optic,One year,Electronic check,Loyal,High,1,1,1
832,38,25.05,963.95,No,No,Two year,Credit card (automatic),Loyal,Low,0,1,2
833,70,74.1,5222.3,No,DSL,One year,Credit card (automatic),Champion,High,1,0,1
834,37,88.8,3340.55,No,Fiber optic,Month-to-month,Electronic check,Loyal,High,1,1,0
835,4,78.85,292.8,Yes,Fiber optic,Month-to-month,Electronic check,New,High,1,0,0
836,60,93.25,5774.55,No,Fiber optic,Month-to-month,Electronic check,Loyal,High,1,1,0
837,62,71.4,4487.3,No,DSL,One year,Credit card (automatic),Champion,High,1,0,1
838,1,44.4,44.4,Yes,DSL,Month-to-month,Mailed check,New,Medium,1,0,0
839,36,79.2,2854.95,No,DSL,Month-to-month,Credit card (automatic),Regular,High,1,0,0
840,44,20.4,905.55,No,No,Two year,Credit card (automatic),Loyal,Low,0,0,2
841,55,100.0,5509.3,Yes,Fiber optic,One year,Electronic check,Loyal,High,1,1,1
842,72,105.0,7589.8,No,Fiber optic,Two year,Credit card (automatic),Champion,High,1,1,2
843,12,19.8,229.6,Yes,No,One year,Bank transfer (automatic),New,Low,0,0,1
844,13,30.85,394.1,No,DSL,Month-to-month,Bank transfer (automatic),Regular,Medium,1,0,0
845,1,89.9,89.9,Yes,Fiber optic,Month-to-month,Electronic check,New,High,1,0,0
846,15,20.55,295.95,No,No,One year,Mailed check,Regular,Low,0,0,1
847,65,84.85,5459.2,No,DSL,Two year,Bank transfer (automatic),Champion,High,1,0,2
848,12,33.15,444.75,No,DSL,One year,Credit card (automatic),New,Medium,1,0,1
849,72,92.0,6782.15,No,DSL,Two year,Credit card (automatic),Champion,High,1,1,2
850,72,89.8,6510.45,No,DSL,Two year,Credit card (automatic),Champion,High,1,1,2
851,72,115.8,8476.5,No,Fiber optic,Two year,Bank transfer (automatic),Champion,High,1,1,2
852,52,85.15,4461.85,No,DSL,Two year,Mailed check,Loyal,High,1,1,2
853,2,24.85,62.0,No,No,Month-to-month,Mailed check,New,Low,0,1,0
854,5,64.35,352.65,No,DSL,Month-to-month,Electronic check,New,Medium,1,0,0
855,68,20.5,1424.9,No,No,Two year,Credit card (automatic),Champion,Low,0,0,2
856,62,100.15,6413.65,Yes,Fiber optic,One year,Electronic check,Champion,High,1,1,1
857,72,86.05,6309.65,No,DSL,Two year,Credit card (automatic),Champion,High,1,1,2
858,1,50.8,50.8,Yes,DSL,Month-to-month,Electronic check,New,Medium,1,0,0
859,66,89.0,5898.6,No,Fiber optic,One year,Electronic check,Champion,High,1,1,1
860,72,64.8,4719.75,No,DSL,Two year,Credit card (automatic),Champion,Medium,1,0,2
861,26,19.8,457.3,No,No,One year,Credit card (automatic),Regular,Low,0,0,1
862,64,93.4,5822.3,No,Fiber optic,Two year,Bank transfer (automatic),Champion,High,1,1,2
863,20,73.65,1463.5,Yes,Fiber optic,Month-to-month,Electronic check,Regular,High,1,0,0
864,3,95.1,307.4,Yes,Fiber optic,Month-to-month,Electronic check,New,High,1,0,0
865,22,94.65,2104.55,Yes,Fiber optic,Month-to-month,Credit card (automatic),Regular,High,1,1,0
866,4,80.6,319.15,Yes,Fiber optic,Month-to-month,Mailed check,New,High,1,0,0
867,62,39.0,2337.45,No,DSL,Two year,Bank transfer (automatic),Champion,Medium,1,0,2
868,5,20.5,104.3,No,No,Month-to-month,Mailed check,New,Low,0,0,0
869,59,85.55,5084.65,Yes,Fiber optic,One year,Electronic check,Loyal,High,1,1,1
870,3,26.4,121.25,No,No,Two year,Mailed check,New,Low,0,1,2
871,72,98.2,7015.9,No,Fiber optic,Two year,Bank transfer (automatic),Champion,High,1,1,2
872,57,97.55,5598.0,No,Fiber optic,One year,Credit card (automatic),Loyal,High,1,0,1
873,66,19.95,1269.1,No,No,Two year,Credit card (automatic),Champion,Low,0,0,2
874,60,50.8,3027.4,Yes,DSL,Month-to-month,Electronic check,Loyal,Medium,1,0,0
875,45,99.7,4634.35,No,Fiber optic,Two year,Bank transfer (automatic),Loyal,High,1,1,2
876,3,34.8,113.95,No,DSL,Month-to-month,Credit card (automatic),New,Medium,1,0,0
877,15,105.1,1582.75,Yes,Fiber optic,Month-to-month,Electronic check,Regular,High,1,0,0
878,51,60.15,3077.0,No,DSL,One year,Bank transfer (automatic),Loyal,Medium,1,0,1
879,60,64.75,4039.5,No,DSL,One year,Electronic check,Loyal,Medium,1,1,1
880,33,54.65,1665.2,No,DSL,Month-to-month,Bank transfer (automatic),Regular,Medium,1,1,0
881,10,110.1,1043.3,Yes,Fiber optic,Month-to-month,Electronic check,New,High,1,0,0
882,26,19.3,504.2,No,No,One year,Credit card (automatic),Regular,Low,0,0,1
883,6,83.9,497.55,Yes,Fiber optic,Month-to-month,Electronic check,New,High,1,0,0
884,67,111.25,7511.65,No,Fiber optic,One year,Electronic check,Champion,High,1,1,1
885,49,35.8,1782.0,No,DSL,One year,Credit card (automatic),Loyal,Medium,1,0,1
886,1,20.05,20.05,No,No,Month-to-month,Mailed check,New,Low,0,0,0
887,7,84.35,609.65,No,Fiber optic,Month-to-month,Electronic check,New,High,1,0,0
888,27,110.5,2857.6,No,Fiber optic,One year,Bank transfer (automatic),Regular,High,1,1,1
889,37,91.2,3247.55,No,Fiber optic,One year,Credit card (automatic),Loyal,High,1,0,1
890,63,100.55,6215.35,Yes,Fiber optic,Month-to-month,Electronic check,Champion,High,1,1,0
891,31,89.3,2823.0,No,Fiber optic,Month-to-month,Electronic check,Regular,High,1,1,0
892,50,103.85,5017.9,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),Loyal,High,1,1,0
893,32,81.1,2619.25,No,Fiber optic,Month-to-month,Credit card (automatic),Regular,High,1,1,0
894,1,24.6,24.6,Yes,DSL,Month-to-month,Electronic check,New,Low,1,0,0
895,63,81.2,4965.1,No,Fiber optic,One year,Credit card (automatic),Champion,High,1,1,1
896,30,94.3,2679.7,No,Fiber optic,Month-to-month,Credit card (automatic),Regular,High,1,1,0
897,71,116.1,8310.55,No,Fiber optic,Two year,Bank transfer (automatic),Champion,High,1,1,2
898,53,105.55,5682.25,No,Fiber optic,Two year,Electronic check,Loyal,High,1,1,2
899,12,98.9,1120.95,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),New,High,1,0,0
900,50,94.4,4914.9,No,Fiber optic,Month-to-month,Credit card (automatic),Loyal,High,1,1,0
901,2,19.5,27.55,No,No,Month-to-month,Mailed check,New,Low,0,0,0
902,9,98.3,923.5,Yes,Fiber optic,Month-to-month,Credit card (automatic),New,High,1,1,0
903,17,93.85,1625.65,Yes,Fiber optic,Month-to-month,Electronic check,Regular,High,1,0,0
904,56,105.6,6068.65,No,Fiber optic,One year,Credit card (automatic),Loyal,High,1,0,1
905,67,81.35,5398.6,No,DSL,Two year,Credit card (automatic),Champion,High,1,0,2
906,9,100.5,918.6,Yes,Fiber optic,Month-to-month,Electronic check,New,High,1,1,0
907,4,56.4,234.85,No,DSL,Month-to-month,Electronic check,New,Medium,1,0,0
908,19,65.35,1231.85,No,DSL,One year,Bank transfer (automatic),Regular,Medium,1,0,1
909,8,19.95,170.9,No,No,Month-to-month,Mailed check,New,Low,0,0,0
910,71,111.25,7984.15,No,Fiber optic,Two year,Electronic check,Champion,High,1,1,2
911,10,72.85,688.65,Yes,Fiber optic,Month-to-month,Electronic check,New,High,1,0,0
